Store,Clients,Rx Clients,Switches,ESX,DL160,ISP,Notes
6266,0,4,0,no,no,no,no,,
6267,0,6,0,no,no,no,no,,
6268,0,4,0,no,no,no,no,,
6269,0,5,0,no,no,no,no,,
6270,0,4,0,no,no,no,no,,
6272,0,5,0,no,no,no,no,,
6273,0,5,0,no,no,no,no,,
6275,0,6,0,no,no,no,no,,
6276,0,4,0,no,no,no,no,,
6277,0,3,0,no,no,no,no,,
6279,0,5,0,no,no,no,no,,
6280,0,7,0,no,no,no,no,,
6282,0,6,0,no,no,no,no,,
6287,0,6,0,no,no,no,no,,
6290,0,4,0,no,no,no,no,,
6291,0,5,0,no,no,no,no,,
6293,0,6,0,no,no,no,no,,
